time,ch1,ch2,ch3,ch4,ch5,ch6,timech1,timech2,timech3,timech4,timech5,timech6,latency1,latency2,latency3,latency4,latency5,latency6
2024-04-22 06:17:02,SHZ,SHN,SHE,HNZ,HNN,HNE,2024-04-22 06:16:55.2600,2024-04-22 06:16:55.3200,2024-04-22 06:16:53.2000,2024-04-22 06:16:56.9700,2024-04-22 06:16:56.7600,2024-04-22 06:16:57.6200,7s,7s,9s,6s,6s,5s
