time,ch1,ch2,ch3,ch4,ch5,ch6,timech1,timech2,timech3,timech4,timech5,timech6,latency1,latency2,latency3,latency4,latency5,latency6
2024-04-22 06:17:02,SHZ,SHN,SHE,HNZ,HNN,HNE,2024-04-16 21:49:15.0750,2024-04-16 21:49:18.9500,2024-04-16 21:49:14.3000,2024-04-16 21:49:20.7900,2024-04-16 21:49:20.4300,2024-04-16 21:49:18.4300,5d,5d,5d,5d,5d,5d
