time,ch1,ch2,ch3,ch4,ch5,ch6,timech1,timech2,timech3,timech4,timech5,timech6,latency1,latency2,latency3,latency4,latency5,latency6
2024-04-22 06:17:02,SHZ,SHN,SHE,HNZ,HNN,HNE,2024-04-22 06:16:55.8968,2024-04-22 06:16:55.2468,2024-04-22 06:16:58.8968,2024-04-22 06:16:59.2931,2024-04-22 06:17:00.6931,2024-04-22 06:16:59.6331,7s,7s,4s,3s,2s,3s
