time,ch1,ch2,ch3,ch4,ch5,ch6,timech1,timech2,timech3,timech4,timech5,timech6,latency1,latency2,latency3,latency4,latency5,latency6
2024-04-22 06:17:02,SHZ,SHN,SHE,HNZ,HNN,HNE,2024-04-22 06:16:53.9083,2024-04-22 06:17:00.4883,2024-04-22 06:16:58.9483,,,,9s,2s,4s,NA,NA,NA
