time,ch1,ch2,ch3,ch4,ch5,ch6,timech1,timech2,timech3,timech4,timech5,timech6,latency1,latency2,latency3,latency4,latency5,latency6
2024-04-22 06:17:02,SHZ,SHN,SHE,HNZ,HNN,HNE,2024-04-22 06:16:38.8683,2024-04-22 06:16:42.7283,2024-04-22 06:16:39.9283,2024-04-22 06:16:42.5683,2024-04-22 06:16:44.1483,2024-04-22 06:16:41.5083,24s,20s,23s,20s,18s,21s
