time,ch1,ch2,ch3,ch4,ch5,ch6,timech1,timech2,timech3,timech4,timech5,timech6,latency1,latency2,latency3,latency4,latency5,latency6
2024-04-22 06:17:02,SHZ,SHN,SHE,HNZ,HNN,HNE,2024-04-22 06:16:56.9000,2024-04-22 06:16:56.1800,2024-04-22 06:16:53.6400,2024-04-22 06:16:54.2500,2024-04-22 06:16:57.6800,2024-04-22 06:16:54.9200,6s,6s,9s,8s,5s,8s
