time, ch1, ch2, ch3, ch4, ch5, ch6, timech1, timech2, timech3, timech4, timech5, timech6, latency1, latency2, latency3, latency4, latency5, latency6
2024-01-23 10:45:03,BHZ,BHN,BHE,HNZ,HNN,HNE,2024-01-23 05:31:53.9400,2024-01-23 05:31:50.0000,2024-01-23 05:31:49.8400,,,,5h,5h,5h,NA,NA,NA
2024-01-24 03:50:03,BHZ,BHN,BHE,HNZ,HNN,HNE,2024-01-23 05:31:53.9400,2024-01-23 05:31:50.0000,2024-01-23 05:31:49.8400,,,,22h,22h,22h,NA,NA,NA
